,augment,embedding_fn,eps_per_epoch,img_shape,k_way_test,k_way_train,lr,n_epochs,n_queries_test,n_queries_train,n_shot,patience,post_processing_fn,reduce_lr_on_plateau,reduction_factor,restore_best_weights,test_accuracy,test_eps,test_loss,training_batches,validation_metric
0,False,<function build_embedding_model at 0x7f79261c3620>,100,"(160, 120, 3)",15,30,0.001,100,1,5,5,10,<function class_augmentation_fn.<locals>.class_augmentation at 0x7f792288cbf8>,False,0.75,True,0.7380666732788086,1000,0.8851283304318786,31,loss
1,False,<function build_embedding_model at 0x7f79261c3620>,100,"(160, 120, 3)",5,30,0.001,100,1,5,5,10,<function class_augmentation_fn.<locals>.class_augmentation at 0x7f79102fa400>,False,0.75,True,0.8636000156402588,1000,0.39378215387201637,19,loss
2,False,<function build_embedding_model at 0x7f79261c3620>,100,"(160, 120, 3)",15,30,0.001,100,1,5,1,10,<function class_augmentation_fn.<locals>.class_augmentation at 0x7f78400f7ea0>,False,0.75,True,0.5343999862670898,1000,1.6461224503815175,36,loss
3,False,<function build_embedding_model at 0x7f79261c3620>,100,"(160, 120, 3)",5,30,0.001,100,1,5,1,10,<function class_augmentation_fn.<locals>.class_augmentation at 0x7f77e41b0488>,False,0.75,True,0.722599983215332,1000,0.8347525414824486,33,loss
